Kernel,Sigma,Min Accuracy,Max Accuracy,Average Accuracy
laplacian_kernel,0.486,0.9110,0.9315,0.9215
laplacian_kernel,0.491,0.9131,0.9315,0.9220
laplacian_kernel,0.496,0.9131,0.9315,0.9215
laplacian_kernel,0.501,0.9131,0.9315,0.9220
laplacian_kernel,0.506,0.9131,0.9326,0.9222
laplacian_kernel,0.511,0.9131,0.9337,0.9228
laplacian_kernel,0.516,0.9131,0.9337,0.9231
laplacian_kernel,0.521,0.9131,0.9337,0.9231
laplacian_kernel,0.526,0.9131,0.9337,0.9228
laplacian_kernel,0.531,0.9121,0.9337,0.9233
laplacian_kernel,0.536,0.9110,0.9337,0.9233
laplacian_kernel,0.541,0.9110,0.9337,0.9235
laplacian_kernel,0.546,0.9110,0.9348,0.9237
laplacian_kernel,0.551,0.9110,0.9348,0.9235
laplacian_kernel,0.556,0.9121,0.9348,0.9235
laplacian_kernel,0.561,0.9121,0.9348,0.9233
laplacian_kernel,0.566,0.9121,0.9348,0.9233
laplacian_kernel,0.571,0.9121,0.9348,0.9233
laplacian_kernel,0.576,0.9121,0.9359,0.9237
laplacian_kernel,0.581,0.9110,0.9359,0.9235
laplacian_kernel,0.586,0.9110,0.9359,0.9237
laplacian_kernel,0.591,0.9110,0.9359,0.9237
laplacian_kernel,0.596,0.9110,0.9348,0.9235
laplacian_kernel,0.601,0.9121,0.9348,0.9239
laplacian_kernel,0.606,0.9121,0.9359,0.9241
laplacian_kernel,0.611,0.9121,0.9359,0.9244
laplacian_kernel,0.616,0.9110,0.9359,0.9237
laplacian_kernel,0.621,0.9110,0.9359,0.9239
laplacian_kernel,0.626,0.9099,0.9359,0.9237
laplacian_kernel,0.631,0.9099,0.9359,0.9231
laplacian_kernel,0.636,0.9088,0.9359,0.9228
laplacian_kernel,0.641,0.9088,0.9359,0.9228
laplacian_kernel,0.646,0.9088,0.9359,0.9228
laplacian_kernel,0.651,0.9088,0.9359,0.9226
laplacian_kernel,0.656,0.9088,0.9359,0.9222
laplacian_kernel,0.661,0.9077,0.9359,0.9220
laplacian_kernel,0.666,0.9077,0.9348,0.9218
laplacian_kernel,0.671,0.9077,0.9337,0.9213
laplacian_kernel,0.676,0.9088,0.9337,0.9213
laplacian_kernel,0.681,0.9088,0.9337,0.9211
laplacian_kernel,0.686,0.9088,0.9337,0.9209
laplacian_kernel,0.691,0.9099,0.9337,0.9209
laplacian_kernel,0.696,0.9099,0.9337,0.9209
laplacian_kernel,0.701,0.9099,0.9337,0.9211
laplacian_kernel,0.706,0.9099,0.9337,0.9213
laplacian_kernel,0.711,0.9099,0.9337,0.9211
laplacian_kernel,0.716,0.9099,0.9326,0.9207
laplacian_kernel,0.721,0.9099,0.9326,0.9207
laplacian_kernel,0.726,0.9099,0.9315,0.9205
laplacian_kernel,0.731,0.9088,0.9315,0.9196
laplacian_kernel,0.736,0.9087,0.9326,0.9196
laplacian_kernel,0.741,0.9087,0.9326,0.9196
laplacian_kernel,0.746,0.9087,0.9326,0.9196
laplacian_kernel,0.751,0.9087,0.9326,0.9196
laplacian_kernel,0.756,0.9098,0.9326,0.9198
laplacian_kernel,0.761,0.9098,0.9326,0.9200
laplacian_kernel,0.766,0.9088,0.9326,0.9196
laplacian_kernel,0.771,0.9088,0.9326,0.9196
laplacian_kernel,0.776,0.9087,0.9326,0.9194
laplacian_kernel,0.781,0.9087,0.9315,0.9192
laplacian_kernel,0.786,0.9087,0.9315,0.9189
laplacian_kernel,0.791,0.9076,0.9315,0.9183
laplacian_kernel,0.796,0.9076,0.9315,0.9183
laplacian_kernel,0.801,0.9076,0.9315,0.9183
laplacian_kernel,0.806,0.9066,0.9315,0.9183
laplacian_kernel,0.811,0.9077,0.9304,0.9183
laplacian_kernel,0.816,0.9076,0.9304,0.9181
laplacian_kernel,0.821,0.9076,0.9304,0.9181
laplacian_kernel,0.826,0.9076,0.9315,0.9185
laplacian_kernel,0.831,0.9054,0.9315,0.9176
laplacian_kernel,0.836,0.9054,0.9315,0.9176
laplacian_kernel,0.841,0.9054,0.9315,0.9176
laplacian_kernel,0.846,0.9054,0.9315,0.9172
laplacian_kernel,0.851,0.9043,0.9315,0.9170
laplacian_kernel,0.856,0.9043,0.9315,0.9170
laplacian_kernel,0.861,0.9054,0.9315,0.9172
laplacian_kernel,0.866,0.9054,0.9304,0.9165
laplacian_kernel,0.871,0.9054,0.9304,0.9168
laplacian_kernel,0.876,0.9054,0.9315,0.9170
laplacian_kernel,0.881,0.9054,0.9304,0.9165
laplacian_kernel,0.886,0.9045,0.9304,0.9157
laplacian_kernel,0.891,0.9023,0.9304,0.9150
laplacian_kernel,0.896,0.9034,0.9304,0.9148
laplacian_kernel,0.901,0.9023,0.9304,0.9142
laplacian_kernel,0.906,0.9023,0.9304,0.9142
laplacian_kernel,0.911,0.9023,0.9304,0.9139
laplacian_kernel,0.916,0.9023,0.9304,0.9142
laplacian_kernel,0.921,0.9012,0.9304,0.9137
laplacian_kernel,0.926,0.9023,0.9304,0.9139
laplacian_kernel,0.931,0.9012,0.9293,0.9135
laplacian_kernel,0.936,0.9001,0.9293,0.9133
laplacian_kernel,0.941,0.9001,0.9293,0.9128
laplacian_kernel,0.946,0.8990,0.9293,0.9124
laplacian_kernel,0.951,0.8979,0.9293,0.9118
laplacian_kernel,0.956,0.8979,0.9293,0.9118
laplacian_kernel,0.961,0.8969,0.9293,0.9118
laplacian_kernel,0.966,0.8969,0.9304,0.9122
laplacian_kernel,0.971,0.8969,0.9304,0.9120
laplacian_kernel,0.976,0.8969,0.9304,0.9120
laplacian_kernel,0.981,0.8979,0.9304,0.9120
laplacian_kernel,0.986,0.8979,0.9293,0.9118
laplacian_kernel,0.991,0.8979,0.9304,0.9118
laplacian_kernel,0.996,0.8979,0.9304,0.9118
laplacian_kernel,1.001,0.8979,0.9304,0.9118
laplacian_kernel,1.006,0.8979,0.9283,0.9111
laplacian_kernel,1.011,0.8979,0.9283,0.9111
laplacian_kernel,1.016,0.8990,0.9283,0.9107
laplacian_kernel,1.021,0.8990,0.9283,0.9105
laplacian_kernel,1.026,0.8990,0.9272,0.9105
laplacian_kernel,1.031,0.8990,0.9250,0.9100
laplacian_kernel,1.036,0.8990,0.9261,0.9100
laplacian_kernel,1.041,0.8990,0.9261,0.9098
laplacian_kernel,1.046,0.8990,0.9261,0.9098
laplacian_kernel,1.051,0.9001,0.9261,0.9100
laplacian_kernel,1.056,0.9001,0.9261,0.9100
laplacian_kernel,1.061,0.9001,0.9250,0.9096
laplacian_kernel,1.066,0.9001,0.9250,0.9094
laplacian_kernel,1.071,0.9001,0.9250,0.9096
laplacian_kernel,1.076,0.9001,0.9250,0.9096
laplacian_kernel,1.081,0.9001,0.9250,0.9096
laplacian_kernel,1.086,0.9001,0.9250,0.9096
laplacian_kernel,1.091,0.9001,0.9239,0.9094
laplacian_kernel,1.096,0.9001,0.9228,0.9092
laplacian_kernel,1.101,0.9001,0.9228,0.9094
laplacian_kernel,1.106,0.9001,0.9228,0.9092
laplacian_kernel,1.111,0.9001,0.9217,0.9089
laplacian_kernel,1.116,0.8990,0.9217,0.9087
laplacian_kernel,1.121,0.8990,0.9217,0.9089
laplacian_kernel,1.126,0.8990,0.9217,0.9085
laplacian_kernel,1.131,0.8990,0.9217,0.9081
laplacian_kernel,1.136,0.8990,0.9217,0.9081
laplacian_kernel,1.141,0.8990,0.9217,0.9081
laplacian_kernel,1.146,0.8990,0.9196,0.9074
laplacian_kernel,1.151,0.8990,0.9196,0.9074
laplacian_kernel,1.156,0.8989,0.9196,0.9072
laplacian_kernel,1.161,0.8979,0.9196,0.9070
laplacian_kernel,1.166,0.8979,0.9196,0.9068
laplacian_kernel,1.171,0.8979,0.9196,0.9065
laplacian_kernel,1.176,0.8979,0.9196,0.9065
laplacian_kernel,1.181,0.8979,0.9207,0.9068
laplacian_kernel,1.186,0.8979,0.9207,0.9063
laplacian_kernel,1.191,0.8979,0.9207,0.9063
laplacian_kernel,1.196,0.8969,0.9207,0.9061
laplacian_kernel,1.201,0.8969,0.9196,0.9059
laplacian_kernel,1.206,0.8958,0.9196,0.9055
laplacian_kernel,1.211,0.8958,0.9196,0.9055
laplacian_kernel,1.216,0.8958,0.9196,0.9055
laplacian_kernel,1.221,0.8947,0.9196,0.9050
laplacian_kernel,1.226,0.8947,0.9196,0.9052
laplacian_kernel,1.231,0.8958,0.9196,0.9055
laplacian_kernel,1.236,0.8958,0.9196,0.9050
laplacian_kernel,1.241,0.8958,0.9196,0.9048
laplacian_kernel,1.246,0.8947,0.9185,0.9044
laplacian_kernel,1.251,0.8947,0.9185,0.9046
laplacian_kernel,1.256,0.8947,0.9174,0.9042
laplacian_kernel,1.261,0.8947,0.9174,0.9042
laplacian_kernel,1.266,0.8958,0.9174,0.9044
laplacian_kernel,1.271,0.8958,0.9174,0.9044
laplacian_kernel,1.276,0.8947,0.9174,0.9042
laplacian_kernel,1.281,0.8947,0.9163,0.9037
laplacian_kernel,1.286,0.8947,0.9163,0.9039
laplacian_kernel,1.291,0.8947,0.9163,0.9035
laplacian_kernel,1.296,0.8947,0.9163,0.9033
laplacian_kernel,1.301,0.8947,0.9163,0.9031
laplacian_kernel,1.306,0.8936,0.9163,0.9024
laplacian_kernel,1.311,0.8936,0.9163,0.9026
laplacian_kernel,1.316,0.8936,0.9163,0.9022
laplacian_kernel,1.321,0.8936,0.9163,0.9018
laplacian_kernel,1.326,0.8925,0.9141,0.9011
laplacian_kernel,1.331,0.8925,0.9141,0.9009
laplacian_kernel,1.336,0.8925,0.9152,0.9011
laplacian_kernel,1.341,0.8925,0.9141,0.9007
laplacian_kernel,1.346,0.8925,0.9141,0.9005
laplacian_kernel,1.351,0.8925,0.9141,0.9005
laplacian_kernel,1.356,0.8925,0.9141,0.9005
laplacian_kernel,1.361,0.8925,0.9141,0.9005
laplacian_kernel,1.366,0.8925,0.9141,0.9005
laplacian_kernel,1.371,0.8925,0.9130,0.9000
laplacian_kernel,1.376,0.8914,0.9130,0.8996
laplacian_kernel,1.381,0.8914,0.9130,0.8996
laplacian_kernel,1.386,0.8914,0.9130,0.8994
laplacian_kernel,1.391,0.8914,0.9130,0.8998
laplacian_kernel,1.396,0.8914,0.9130,0.8996
laplacian_kernel,1.401,0.8914,0.9130,0.8996
laplacian_kernel,1.406,0.8903,0.9130,0.8994
laplacian_kernel,1.411,0.8903,0.9130,0.8992
laplacian_kernel,1.416,0.8903,0.9130,0.8992
laplacian_kernel,1.421,0.8903,0.9130,0.8989
laplacian_kernel,1.426,0.8893,0.9130,0.8983
laplacian_kernel,1.431,0.8891,0.9130,0.8974
laplacian_kernel,1.436,0.8880,0.9130,0.8972
laplacian_kernel,1.441,0.8880,0.9130,0.8970
laplacian_kernel,1.446,0.8870,0.9130,0.8965
laplacian_kernel,1.451,0.8848,0.9120,0.8957
laplacian_kernel,1.456,0.8837,0.9120,0.8950
laplacian_kernel,1.461,0.8837,0.9120,0.8948
laplacian_kernel,1.466,0.8837,0.9120,0.8944
laplacian_kernel,1.471,0.8826,0.9120,0.8939
laplacian_kernel,1.476,0.8826,0.9120,0.8939
laplacian_kernel,1.481,0.8826,0.9120,0.8933
laplacian_kernel,1.486,0.8837,0.9120,0.8935
laplacian_kernel,1.491,0.8837,0.9109,0.8929
laplacian_kernel,1.496,0.8837,0.9109,0.8929
laplacian_kernel,1.501,0.8826,0.9109,0.8922
laplacian_kernel,1.506,0.8826,0.9109,0.8922
laplacian_kernel,1.511,0.8826,0.9109,0.8922
laplacian_kernel,1.516,0.8815,0.9109,0.8920
laplacian_kernel,1.521,0.8815,0.9109,0.8918
laplacian_kernel,1.526,0.8793,0.9098,0.8909
laplacian_kernel,1.531,0.8783,0.9098,0.8905
laplacian_kernel,1.536,0.8783,0.9098,0.8902
laplacian_kernel,1.541,0.8783,0.9076,0.8896
laplacian_kernel,1.546,0.8761,0.9065,0.8889
laplacian_kernel,1.551,0.8761,0.9065,0.8887
laplacian_kernel,1.556,0.8772,0.9054,0.8885
laplacian_kernel,1.561,0.8772,0.9054,0.8885
laplacian_kernel,1.566,0.8772,0.9054,0.8883
laplacian_kernel,1.571,0.8772,0.9054,0.8883
laplacian_kernel,1.576,0.8772,0.9054,0.8879
laplacian_kernel,1.581,0.8772,0.9054,0.8881
laplacian_kernel,1.586,0.8772,0.9054,0.8879
laplacian_kernel,1.591,0.8772,0.9054,0.8879
laplacian_kernel,1.596,0.8762,0.9054,0.8876
laplacian_kernel,1.601,0.8762,0.9043,0.8872
laplacian_kernel,1.606,0.8762,0.9043,0.8870
laplacian_kernel,1.611,0.8762,0.9033,0.8863
laplacian_kernel,1.616,0.8761,0.9011,0.8855
laplacian_kernel,1.621,0.8761,0.9000,0.8852
laplacian_kernel,1.626,0.8761,0.9000,0.8852
laplacian_kernel,1.631,0.8750,0.9000,0.8850
laplacian_kernel,1.636,0.8750,0.9000,0.8850
laplacian_kernel,1.641,0.8750,0.9000,0.8848
laplacian_kernel,1.646,0.8750,0.8989,0.8846
laplacian_kernel,1.651,0.8750,0.8989,0.8842
laplacian_kernel,1.656,0.8740,0.8989,0.8839
laplacian_kernel,1.661,0.8740,0.8989,0.8839
laplacian_kernel,1.666,0.8730,0.8978,0.8835
laplacian_kernel,1.671,0.8730,0.8957,0.8824
laplacian_kernel,1.676,0.8719,0.8957,0.8822
laplacian_kernel,1.681,0.8719,0.8957,0.8818
laplacian_kernel,1.686,0.8719,0.8946,0.8813
laplacian_kernel,1.691,0.8719,0.8946,0.8811
laplacian_kernel,1.696,0.8708,0.8946,0.8807
laplacian_kernel,1.701,0.8697,0.8946,0.8802
laplacian_kernel,1.706,0.8686,0.8935,0.8798
laplacian_kernel,1.711,0.8686,0.8935,0.8794
laplacian_kernel,1.716,0.8675,0.8935,0.8789
laplacian_kernel,1.721,0.8675,0.8935,0.8787
laplacian_kernel,1.726,0.8675,0.8924,0.8783
laplacian_kernel,1.731,0.8675,0.8913,0.8776
laplacian_kernel,1.736,0.8675,0.8913,0.8779
laplacian_kernel,1.741,0.8675,0.8913,0.8776
laplacian_kernel,1.746,0.8664,0.8913,0.8774
laplacian_kernel,1.751,0.8654,0.8913,0.8772
laplacian_kernel,1.756,0.8654,0.8902,0.8766
laplacian_kernel,1.761,0.8654,0.8902,0.8766
laplacian_kernel,1.766,0.8632,0.8891,0.8759
laplacian_kernel,1.771,0.8621,0.8880,0.8750
laplacian_kernel,1.776,0.8621,0.8880,0.8750
laplacian_kernel,1.781,0.8621,0.8880,0.8750
laplacian_kernel,1.786,0.8621,0.8859,0.8746
laplacian_kernel,1.791,0.8621,0.8859,0.8744
laplacian_kernel,1.796,0.8621,0.8859,0.8742
laplacian_kernel,1.801,0.8621,0.8859,0.8739
laplacian_kernel,1.806,0.8621,0.8859,0.8737
laplacian_kernel,1.811,0.8621,0.8859,0.8737
laplacian_kernel,1.816,0.8621,0.8859,0.8737
laplacian_kernel,1.821,0.8621,0.8859,0.8735
laplacian_kernel,1.826,0.8621,0.8859,0.8733
laplacian_kernel,1.831,0.8610,0.8848,0.8729
laplacian_kernel,1.836,0.8610,0.8837,0.8722
laplacian_kernel,1.841,0.8610,0.8837,0.8722
laplacian_kernel,1.846,0.8610,0.8837,0.8722
laplacian_kernel,1.851,0.8610,0.8837,0.8722
laplacian_kernel,1.856,0.8610,0.8837,0.8720
laplacian_kernel,1.861,0.8610,0.8837,0.8713
laplacian_kernel,1.866,0.8610,0.8837,0.8713
laplacian_kernel,1.871,0.8610,0.8837,0.8709
laplacian_kernel,1.876,0.8610,0.8837,0.8705
laplacian_kernel,1.881,0.8610,0.8826,0.8698
laplacian_kernel,1.886,0.8610,0.8815,0.8694
laplacian_kernel,1.891,0.8610,0.8815,0.8694
laplacian_kernel,1.896,0.8610,0.8804,0.8692
laplacian_kernel,1.901,0.8599,0.8804,0.8687
laplacian_kernel,1.906,0.8599,0.8804,0.8687
laplacian_kernel,1.911,0.8588,0.8804,0.8683
laplacian_kernel,1.916,0.8588,0.8804,0.8683
laplacian_kernel,1.921,0.8578,0.8804,0.8676
laplacian_kernel,1.926,0.8578,0.8804,0.8679
laplacian_kernel,1.931,0.8578,0.8804,0.8679
laplacian_kernel,1.936,0.8578,0.8804,0.8676
laplacian_kernel,1.941,0.8567,0.8804,0.8670
laplacian_kernel,1.946,0.8556,0.8804,0.8661
laplacian_kernel,1.951,0.8556,0.8804,0.8659
laplacian_kernel,1.956,0.8556,0.8804,0.8661
laplacian_kernel,1.961,0.8545,0.8793,0.8657
laplacian_kernel,1.966,0.8545,0.8783,0.8652
laplacian_kernel,1.971,0.8534,0.8772,0.8648
laplacian_kernel,1.976,0.8534,0.8772,0.8648
laplacian_kernel,1.981,0.8534,0.8772,0.8648
laplacian_kernel,1.986,0.8523,0.8761,0.8644
laplacian_kernel,1.991,0.8523,0.8761,0.8639
laplacian_kernel,1.996,0.8523,0.8750,0.8637
laplacian_kernel,2.001,0.8523,0.8750,0.8635
cauchy_kernel,0.001,0.7481,0.7707,0.7620
cauchy_kernel,0.006,0.7481,0.7707,0.7620
cauchy_kernel,0.011,0.7481,0.7707,0.7620
cauchy_kernel,0.016,0.7481,0.7707,0.7620
cauchy_kernel,0.021,0.7481,0.7707,0.7620
cauchy_kernel,0.026,0.7481,0.7707,0.7620
cauchy_kernel,0.031,0.7481,0.7707,0.7620
cauchy_kernel,0.036,0.7481,0.7707,0.7620
cauchy_kernel,0.041,0.7481,0.7707,0.7616
cauchy_kernel,0.046,0.7481,0.7707,0.7611
cauchy_kernel,0.051,0.7481,0.7707,0.7611
cauchy_kernel,0.056,0.7481,0.7707,0.7609
cauchy_kernel,0.061,0.7481,0.7707,0.7609
cauchy_kernel,0.066,0.7481,0.7707,0.7609
cauchy_kernel,0.071,0.7481,0.7707,0.7607
cauchy_kernel,0.076,0.7481,0.7696,0.7605
cauchy_kernel,0.081,0.7481,0.7696,0.7605
cauchy_kernel,0.086,0.7470,0.7696,0.7601
cauchy_kernel,0.091,0.7470,0.7696,0.7598
cauchy_kernel,0.096,0.7470,0.7707,0.7601
cauchy_kernel,0.101,0.7470,0.7696,0.7594
cauchy_kernel,0.106,0.7470,0.7685,0.7585
cauchy_kernel,0.111,0.7470,0.7663,0.7581
cauchy_kernel,0.116,0.7459,0.7652,0.7577
cauchy_kernel,0.121,0.7459,0.7641,0.7572
cauchy_kernel,0.126,0.7459,0.7641,0.7570
cauchy_kernel,0.131,0.7448,0.7641,0.7564
cauchy_kernel,0.136,0.7438,0.7641,0.7559
cauchy_kernel,0.141,0.7427,0.7630,0.7557
cauchy_kernel,0.146,0.7427,0.7630,0.7551
cauchy_kernel,0.151,0.7416,0.7630,0.7542
cauchy_kernel,0.156,0.7416,0.7620,0.7533
cauchy_kernel,0.161,0.7416,0.7620,0.7527
cauchy_kernel,0.166,0.7416,0.7620,0.7520
cauchy_kernel,0.171,0.7394,0.7620,0.7516
cauchy_kernel,0.176,0.7394,0.7598,0.7503
cauchy_kernel,0.181,0.7362,0.7576,0.7481
cauchy_kernel,0.186,0.7351,0.7576,0.7472
cauchy_kernel,0.191,0.7329,0.7554,0.7453
cauchy_kernel,0.196,0.7318,0.7543,0.7442
cauchy_kernel,0.201,0.7318,0.7543,0.7438
cauchy_kernel,0.206,0.7296,0.7543,0.7425
cauchy_kernel,0.211,0.7293,0.7533,0.7411
cauchy_kernel,0.216,0.7272,0.7533,0.7398
cauchy_kernel,0.221,0.7250,0.7522,0.7372
cauchy_kernel,0.226,0.7207,0.7478,0.7351
cauchy_kernel,0.231,0.7207,0.7478,0.7348
cauchy_kernel,0.236,0.7163,0.7446,0.7318
cauchy_kernel,0.241,0.7163,0.7424,0.7307
cauchy_kernel,0.246,0.7163,0.7413,0.7301
cauchy_kernel,0.251,0.7152,0.7424,0.7292
cauchy_kernel,0.256,0.7109,0.7413,0.7277
cauchy_kernel,0.261,0.7109,0.7391,0.7270
cauchy_kernel,0.266,0.7098,0.7380,0.7261
cauchy_kernel,0.271,0.7054,0.7359,0.7244
cauchy_kernel,0.276,0.7043,0.7348,0.7233
cauchy_kernel,0.281,0.7033,0.7337,0.7218
cauchy_kernel,0.286,0.7022,0.7337,0.7209
cauchy_kernel,0.291,0.7022,0.7326,0.7205
cauchy_kernel,0.296,0.7011,0.7304,0.7190
cauchy_kernel,0.301,0.7011,0.7304,0.7190
cauchy_kernel,0.306,0.6978,0.7304,0.7183
cauchy_kernel,0.311,0.6967,0.7293,0.7175
cauchy_kernel,0.316,0.6967,0.7272,0.7159
cauchy_kernel,0.321,0.6946,0.7261,0.7144
cauchy_kernel,0.326,0.6891,0.7261,0.7129
cauchy_kernel,0.331,0.6870,0.7261,0.7120
cauchy_kernel,0.336,0.6848,0.7239,0.7101
cauchy_kernel,0.341,0.6837,0.7228,0.7083
cauchy_kernel,0.346,0.6815,0.7217,0.7070
cauchy_kernel,0.351,0.6804,0.7196,0.7057
cauchy_kernel,0.356,0.6804,0.7163,0.7038
cauchy_kernel,0.361,0.6804,0.7130,0.7012
cauchy_kernel,0.366,0.6804,0.7130,0.7007
cauchy_kernel,0.371,0.6793,0.7120,0.6996
cauchy_kernel,0.376,0.6783,0.7109,0.6985
cauchy_kernel,0.381,0.6772,0.7065,0.6970
cauchy_kernel,0.386,0.6761,0.7033,0.6951
cauchy_kernel,0.391,0.6750,0.7011,0.6942
cauchy_kernel,0.396,0.6750,0.7000,0.6925
cauchy_kernel,0.401,0.6739,0.6989,0.6914
cauchy_kernel,0.406,0.6728,0.6989,0.6909
cauchy_kernel,0.411,0.6717,0.6967,0.6899
cauchy_kernel,0.416,0.6717,0.6957,0.6892
cauchy_kernel,0.421,0.6707,0.6946,0.6879
cauchy_kernel,0.426,0.6696,0.6935,0.6868
cauchy_kernel,0.431,0.6663,0.6935,0.6853
cauchy_kernel,0.436,0.6663,0.6924,0.6844
cauchy_kernel,0.441,0.6663,0.6924,0.6840
cauchy_kernel,0.446,0.6652,0.6902,0.6820
cauchy_kernel,0.451,0.6641,0.6902,0.6809
cauchy_kernel,0.456,0.6620,0.6902,0.6805
cauchy_kernel,0.461,0.6598,0.6902,0.6794
cauchy_kernel,0.466,0.6598,0.6880,0.6779
cauchy_kernel,0.471,0.6598,0.6837,0.6764
cauchy_kernel,0.476,0.6598,0.6837,0.6757
cauchy_kernel,0.481,0.6598,0.6826,0.6749
cauchy_kernel,0.486,0.6598,0.6815,0.6744
cauchy_kernel,0.491,0.6598,0.6815,0.6733
cauchy_kernel,0.496,0.6598,0.6793,0.6727
cauchy_kernel,0.501,0.6587,0.6793,0.6720
cauchy_kernel,0.506,0.6587,0.6793,0.6714
cauchy_kernel,0.511,0.6565,0.6772,0.6701
cauchy_kernel,0.516,0.6554,0.6772,0.6696
cauchy_kernel,0.521,0.6533,0.6772,0.6688
cauchy_kernel,0.526,0.6522,0.6761,0.6681
cauchy_kernel,0.531,0.6511,0.6761,0.6672
cauchy_kernel,0.536,0.6511,0.6761,0.6668
cauchy_kernel,0.541,0.6511,0.6761,0.6657
cauchy_kernel,0.546,0.6511,0.6761,0.6655
cauchy_kernel,0.551,0.6500,0.6761,0.6646
cauchy_kernel,0.556,0.6489,0.6761,0.6638
cauchy_kernel,0.561,0.6478,0.6761,0.6629
cauchy_kernel,0.566,0.6478,0.6761,0.6627
cauchy_kernel,0.571,0.6478,0.6739,0.6614
cauchy_kernel,0.576,0.6467,0.6739,0.6601
cauchy_kernel,0.581,0.6467,0.6739,0.6599
cauchy_kernel,0.586,0.6457,0.6739,0.6594
cauchy_kernel,0.591,0.6457,0.6739,0.6592
cauchy_kernel,0.596,0.6435,0.6739,0.6588
cauchy_kernel,0.601,0.6435,0.6739,0.6583
cauchy_kernel,0.606,0.6424,0.6728,0.6575
cauchy_kernel,0.611,0.6424,0.6728,0.6575
cauchy_kernel,0.616,0.6413,0.6717,0.6568
cauchy_kernel,0.621,0.6413,0.6696,0.6562
cauchy_kernel,0.626,0.6391,0.6696,0.6555
cauchy_kernel,0.631,0.6391,0.6696,0.6549
cauchy_kernel,0.636,0.6380,0.6696,0.6544
cauchy_kernel,0.641,0.6380,0.6696,0.6544
cauchy_kernel,0.646,0.6370,0.6696,0.6542
cauchy_kernel,0.651,0.6370,0.6674,0.6531
cauchy_kernel,0.656,0.6370,0.6663,0.6529
cauchy_kernel,0.661,0.6370,0.6641,0.6522
cauchy_kernel,0.666,0.6359,0.6641,0.6509
cauchy_kernel,0.671,0.6348,0.6641,0.6507
cauchy_kernel,0.676,0.6348,0.6641,0.6505
cauchy_kernel,0.681,0.6337,0.6641,0.6499
cauchy_kernel,0.686,0.6337,0.6641,0.6499
cauchy_kernel,0.691,0.6337,0.6630,0.6496
cauchy_kernel,0.696,0.6337,0.6620,0.6494
cauchy_kernel,0.701,0.6326,0.6620,0.6488
cauchy_kernel,0.706,0.6326,0.6609,0.6483
cauchy_kernel,0.711,0.6315,0.6609,0.6477
cauchy_kernel,0.716,0.6315,0.6609,0.6477
cauchy_kernel,0.721,0.6315,0.6609,0.6475
cauchy_kernel,0.726,0.6315,0.6609,0.6475
cauchy_kernel,0.731,0.6315,0.6609,0.6475
cauchy_kernel,0.736,0.6315,0.6609,0.6475
cauchy_kernel,0.741,0.6315,0.6609,0.6475
cauchy_kernel,0.746,0.6304,0.6598,0.6468
cauchy_kernel,0.751,0.6304,0.6587,0.6464
cauchy_kernel,0.756,0.6261,0.6587,0.6455
cauchy_kernel,0.761,0.6261,0.6587,0.6455
cauchy_kernel,0.766,0.6239,0.6587,0.6449
cauchy_kernel,0.771,0.6239,0.6576,0.6442
cauchy_kernel,0.776,0.6239,0.6576,0.6442
cauchy_kernel,0.781,0.6239,0.6576,0.6438
cauchy_kernel,0.786,0.6239,0.6576,0.6438
cauchy_kernel,0.791,0.6239,0.6565,0.6433
cauchy_kernel,0.796,0.6239,0.6565,0.6431
cauchy_kernel,0.801,0.6239,0.6565,0.6429
cauchy_kernel,0.806,0.6239,0.6565,0.6429
cauchy_kernel,0.811,0.6239,0.6565,0.6429
cauchy_kernel,0.816,0.6228,0.6565,0.6423
cauchy_kernel,0.821,0.6207,0.6565,0.6414
cauchy_kernel,0.826,0.6207,0.6543,0.6405
cauchy_kernel,0.831,0.6207,0.6533,0.6403
cauchy_kernel,0.836,0.6196,0.6533,0.6401
cauchy_kernel,0.841,0.6174,0.6533,0.6394
cauchy_kernel,0.846,0.6174,0.6533,0.6394
cauchy_kernel,0.851,0.6152,0.6522,0.6379
cauchy_kernel,0.856,0.6141,0.6522,0.6375
cauchy_kernel,0.861,0.6141,0.6511,0.6373
cauchy_kernel,0.866,0.6141,0.6511,0.6368
cauchy_kernel,0.871,0.6141,0.6489,0.6364
cauchy_kernel,0.876,0.6141,0.6478,0.6362
cauchy_kernel,0.881,0.6141,0.6478,0.6362
cauchy_kernel,0.886,0.6141,0.6467,0.6359
cauchy_kernel,0.891,0.6141,0.6467,0.6359
cauchy_kernel,0.896,0.6141,0.6457,0.6353
cauchy_kernel,0.901,0.6141,0.6457,0.6353
cauchy_kernel,0.906,0.6141,0.6457,0.6349
cauchy_kernel,0.911,0.6098,0.6457,0.6338
cauchy_kernel,0.916,0.6098,0.6417,0.6320
cauchy_kernel,0.921,0.6087,0.6417,0.6316
cauchy_kernel,0.926,0.6087,0.6417,0.6312
cauchy_kernel,0.931,0.6087,0.6417,0.6301
cauchy_kernel,0.936,0.6087,0.6417,0.6296
cauchy_kernel,0.941,0.6087,0.6417,0.6292
cauchy_kernel,0.946,0.6076,0.6417,0.6290
cauchy_kernel,0.951,0.6076,0.6417,0.6290
cauchy_kernel,0.956,0.6065,0.6417,0.6286
cauchy_kernel,0.961,0.6065,0.6406,0.6279
cauchy_kernel,0.966,0.6065,0.6406,0.6275
